ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
11.09.2022,11.09.2022,17,11.09.2022,17,01300731,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,18,11.09.2022,12,09100101,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,22,11.09.2022,14,11401135,800,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.09.2022,08.09.2022,16,11.09.2022,15,01401048,1300,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.09.2022,09.09.2022,18,10.09.2022,11,07400721,703,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,18,11.09.2022,13,07200307,660,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,19,11.09.2022,03,01401044,3949,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,08.09.2022,07,08.09.2022,17,04300623,419,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,17,11.09.2022,19,01400942,2499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,21,11.09.2022,21,07400927,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,14,11.09.2022,16,03701659,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,19,10.09.2022,23,02500728,448,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,23,11.09.2022,23,02400624,1,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,11,10.09.2022,21,09200613,292,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,11,10.09.2022,11,09200819,499,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.09.2022,09.09.2022,09,10.09.2022,14,03601453,748,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,04,11.09.2022,04,02400623,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,19,11.09.2022,12,11300619,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,29.08.2022,16,30.08.2022,09,01100102,1050,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,09.09.2022,18,11.09.2022,19,03601142,200,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,09.09.2022,02,09.09.2022,07,03701554,1570,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,14,10.09.2022,19,03601142,1069,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,18,11.09.2022,06,07601236,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,18,11.09.2022,09,11200411,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,09.09.2022,14,09.09.2022,17,09501737,574,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,09.09.2022,19,09.09.2022,23,02200207,1740,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,20,11.09.2022,09,11100206,239,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,31.08.2022,20,01.09.2022,16,11300619,351,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,20,11.09.2022,20,11100308,2000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
11.09.2022,11.09.2022,17,11.09.2022,19,01300836,2200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,08.09.2022,16,08.09.2022,18,03601244,500,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,17,11.09.2022,19,01400942,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,21,11.09.2022,00,04501042,700,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,29.08.2022,06,29.08.2022,11,04501045,949,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,02.09.2022,16,02.09.2022,19,01100415,1399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,21,11.09.2022,12,04300623,430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,11.09.2022,09,11.09.2022,09,09100203,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,10.09.2022,01,11.09.2022,13,01400938,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.09.2022,09.09.2022,15,10.09.2022,13,06100101,1305,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,13,09.09.2022,21,02400623,300,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.09.2022,10.09.2022,12,10.09.2022,14,01401045,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,11,09.09.2022,09,02200210,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,21,10.09.2022,08,03601347,989,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,19,10.09.2022,14,04300412,1109,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,20,10.09.2022,02,11100206,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,20,09.09.2022,15,01400939,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,13,09.09.2022,16,07200308,764,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,13,10.09.2022,10,01100103,3770,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,08,10.09.2022,15,09100101,370,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,18,10.09.2022,17,08100312,498,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,19,10.09.2022,16,02300315,4413,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,13,10.09.2022,19,05200629,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,16,10.09.2022,16,08100102,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.09.2022,10.09.2022,08,10.09.2022,20,04500936,730,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,00,10.09.2022,00,02300417,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,20,10.09.2022,09,02400623,1142,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,19,09.09.2022,22,02300417,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,15,10.09.2022,17,08100208,3000,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,09,10.09.2022,16,03601347,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,18,10.09.2022,19,04300623,889,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,04.09.2022,20,05.09.2022,05,09100203,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,14,10.09.2022,15,08100101,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,21,10.09.2022,01,03601347,1403,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,19,09.09.2022,21,02200212,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.09.2022,08.09.2022,17,09.09.2022,02,08100206,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,19,09.09.2022,23,02200207,832,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,07,09.09.2022,09,02300419,755,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,07.09.2022,18,10.09.2022,11,10200524,2000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.09.2022,09.09.2022,19,09.09.2022,23,02200207,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,23,09.09.2022,15,02300417,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,15,10.09.2022,18,01100102,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,18,10.09.2022,01,02400624,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,01.09.2022,19,02.09.2022,07,11200410,479,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,23,10.09.2022,02,02200210,1150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,18,10.09.2022,10,02500830,536,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,17,10.09.2022,01,12400720,2700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,12,10.09.2022,12,01400938,500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.09.2022,20.08.2022,17,21.08.2022,11,02500834,440,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,19,10.09.2022,02,02200207,1369,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,06,09.09.2022,14,04501148,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,17,10.09.2022,19,01100311,828,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,09,10.09.2022,14,01401043,1280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,07.09.2022,20,09.09.2022,11,07100101,1179,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,20,09.09.2022,22,11400927,1183,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,16,09.09.2022,16,01100310,3400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,17,09.09.2022,18,02200213,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,08,08.09.2022,14,03500933,1100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,23,10.09.2022,11,02300315,180,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,20,09.09.2022,21,06300528,520,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,10,10.09.2022,12,09100305,2199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,15,10.09.2022,18,07100101,299,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,19,09.09.2022,07,06100102,1236,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,04,09.09.2022,16,09100409,540,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,20,10.09.2022,09,11200513,3000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,09.09.2022,17,09.09.2022,22,02300418,500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,02.09.2022,18,03.09.2022,13,07100102,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,08.09.2022,22,09.09.2022,09,06100102,677,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.09.2022,10.09.2022,10,10.09.2022,17,02500834,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,11,08.09.2022,18,09100101,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,06.09.2022,09,06.09.2022,22,01401043,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,08,09.09.2022,10,02500834,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,07,09.09.2022,16,01100103,920,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,07,08.09.2022,13,12400723,485,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,16,09.09.2022,06,03400828,1949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,06.09.2022,18,06.09.2022,21,01401048,1229,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,08,08.09.2022,17,06200422,922,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,04.09.2022,20,04.09.2022,23,03701660,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,03.08.2022,20,04.08.2022,10,03400721,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,08,09.09.2022,13,04400726,449,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,14,09.09.2022,07,09401329,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,07.09.2022,19,08.09.2022,08,04200311,520,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,05.09.2022,20,06.09.2022,07,11300826,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,12,09.09.2022,17,11401034,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,22,09.09.2022,02,02200210,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,21,09.09.2022,09,04300624,1500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,07.09.2022,18,09.09.2022,07,12200515,2400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,07.09.2022,18,07.09.2022,18,03500934,660,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,06.09.2022,20,09.09.2022,07,10100206,4300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,23.08.2022,20,24.08.2022,08,05100316,430,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,16,09.09.2022,20,09502042,1710,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,18,09.09.2022,08,01100415,647,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,15.07.2022,17,15.07.2022,17,01200521,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,01.09.2022,10,02.09.2022,10,08100103,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,30.08.2022,14,02.09.2022,14,04501152,800,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.09.2022,06.09.2022,19,07.09.2022,07,03601245,570,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,05,08.09.2022,15,03100101,550,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,18,08.09.2022,20,03601243,1149,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,07,08.09.2022,18,11200514,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,09,09.09.2022,17,02500835,1600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,12,09.09.2022,17,11401034,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,19,09.09.2022,19,04501045,100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,19,09.09.2022,19,02300314,3800,Nein,Rennrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.09.2022,09.09.2022,15,09.09.2022,15,01100104,1320,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,07.09.2022,20,07.09.2022,22,04300620,1000,Nein,diverse Fahrräder,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.09.2022,05.09.2022,18,06.09.2022,11,01401048,1100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,07,09.09.2022,15,03400723,319,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,12,09.09.2022,17,08200831,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,16,09.09.2022,16,11300619,538,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,19,09.09.2022,07,01401049,565,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,07.09.2022,13,07.09.2022,19,08100312,460,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,18,09.09.2022,08,02200213,440,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,17.08.2022,09,17.08.2022,18,02500834,342,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,17,08.09.2022,20,12200515,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,21,09.09.2022,07,08200831,550,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,13,09.09.2022,08,07400720,498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,19,09.09.2022,07,08200831,480,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,05.09.2022,18,06.09.2022,07,04200309,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,17,09.09.2022,18,04400727,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,22,09.09.2022,07,07400927,3000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,20,09.09.2022,08,02200212,449,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,16,08.09.2022,18,11400930,525,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,00,09.09.2022,08,11400930,6999,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.09.2022,08.09.2022,21,09.09.2022,03,10200524,850,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.09.2022,03.09.2022,16,04.09.2022,06,10100205,399,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,06.09.2022,17,09.09.2022,06,10200628,999,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.09.2022,08.09.2022,21,09.09.2022,01,01100313,1510,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,08,09.09.2022,14,04501147,3550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,15,09.09.2022,15,08100105,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,12,09.09.2022,12,01100415,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,15.07.2022,17,16.07.2022,10,01100311,287,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,31.08.2022,08,31.08.2022,11,10300733,140,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,08,09.09.2022,12,04300416,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,09.09.2022,22,09.09.2022,22,07300618,1427,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,08.09.2022,16,09.09.2022,08,02200211,230,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,03.09.2022,15,06.09.2022,15,01300731,280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,28.08.2022,12,31.08.2022,12,12601134,516,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.09.2022,09.09.2022,14,09.09.2022,15,11400927,1869,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2022,03.09.2022,20,05.09.2022,18,11300721,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
