ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
09.01.2023,07.01.2023,20,09.01.2023,08,05100103,900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,02.01.2023,15,02.01.2023,19,04300622,2600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,06.01.2023,09,08.01.2023,16,01400942,1480,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2023,08.01.2023,17,09.01.2023,12,03601140,869,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,23,09.01.2023,00,02200209,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,17,09.01.2023,18,01300834,2600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,24.11.2022,21,24.11.2022,21,02400625,548,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,07,09.01.2023,11,02500727,130,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,02,09.01.2023,02,02200209,3400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,06.01.2023,17,09.01.2023,07,09100202,1595,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,07.01.2023,13,09.01.2023,10,06300526,370,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,01,09.01.2023,01,07100101,3500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,07.01.2023,15,08.01.2023,12,05100314,413,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2023,08.01.2023,14,08.01.2023,23,01401047,229,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,07,09.01.2023,08,11401033,1633,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,09,09.01.2023,14,04400830,764,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,20,09.01.2023,20,02300419,100,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.01.2023,04.01.2023,16,05.01.2023,21,03601141,496,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,18,09.01.2023,08,09501737,620,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,20,09.01.2023,13,09200613,1699,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,07.01.2023,16,07.01.2023,19,02300418,2199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,17,09.01.2023,18,01100309,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,15,09.01.2023,05,04300517,0,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.01.2023,09.01.2022,08,09.01.2022,13,02200210,449,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,07.01.2023,21,08.01.2023,13,03400721,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,06.01.2023,16,07.01.2023,22,07100102,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,06.01.2023,09,08.01.2023,16,01400942,590,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2023,09.01.2023,10,09.01.2023,15,01300732,944,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,07,09.01.2023,15,02200211,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,09.01.2023,08,09.01.2023,14,12601133,1288,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,02.01.2023,16,02.01.2023,16,04300624,2900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,18,08.01.2023,19,05300841,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2023,08.01.2023,16,09.01.2023,18,06400840,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,23,07.01.2023,10,04300413,1284,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
08.01.2023,05.01.2023,18,05.01.2023,22,04300621,860,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,09,06.01.2023,16,04300413,744,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,15,08.01.2023,16,07200409,1599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,21,08.01.2023,16,03701659,839,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,18,08.01.2023,18,02200208,560,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,16,08.01.2023,19,04500936,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,18,08.01.2023,09,08100102,1175,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,03.01.2023,16,04.01.2023,08,02300315,180,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,11,08.01.2023,09,04400835,1025,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,12,08.01.2023,14,09501838,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,17,08.01.2023,11,02400623,368,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
08.01.2023,05.01.2023,18,07.01.2023,11,02500726,1111,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,13,08.01.2023,14,08100103,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,23,07.01.2023,10,04300413,1240,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,12,08.01.2023,10,04400835,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,12,08.01.2023,14,02200209,2437,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,20,07.01.2023,09,06300526,1630,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,14,07.01.2023,14,09200818,3064,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,05.01.2023,18,05.01.2023,22,04300621,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,13,07.01.2023,14,01401043,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,05,08.01.2023,05,01300834,100,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2023,05.01.2023,08,06.01.2023,11,03701556,2499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,03.09.2022,19,03.09.2022,19,11300722,1093,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2023,06.01.2023,18,06.01.2023,23,01100310,460,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,01,08.01.2023,10,07400826,1829,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,04.01.2023,05,05.01.2023,16,12400722,333,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,17,08.01.2023,12,01200624,600,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
08.01.2023,07.01.2023,09,07.01.2023,14,03701658,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,13,08.01.2023,18,01401046,745,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,08.01.2023,02,08.01.2023,02,01100309,1299,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,21,08.01.2023,02,02500727,740,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,14,08.01.2023,11,02200208,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,06.01.2023,14,08.01.2023,12,04501153,600,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
08.01.2023,04.01.2023,21,05.01.2023,14,12400720,5280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,18,08.01.2023,14,03701555,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,05.01.2023,18,06.01.2023,08,03701554,1405,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,19,08.01.2023,09,03200205,683,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,23,08.01.2023,10,09100202,1580,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2023,07.01.2023,22,08.01.2023,18,09100202,630,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,05.01.2023,16,07.01.2023,13,03500933,2026,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,21,07.01.2023,21,02500835,0,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,26.12.2022,21,27.12.2022,06,01300733,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,05.01.2023,21,06.01.2023,01,08100312,1118,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,05.01.2023,08,07.01.2023,13,07100206,609,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,15,07.01.2023,19,01200623,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,06.01.2023,18,06.01.2023,23,04501042,1149,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,14,07.01.2023,14,05200423,150,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.01.2023,06.01.2023,22,07.01.2023,20,01300733,280,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.01.2023,04.01.2023,23,05.01.2023,15,03601142,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,12.12.2022,20,13.12.2022,14,07100101,229,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,05.01.2023,08,06.01.2023,23,02200209,5900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,15.12.2022,18,15.12.2022,18,02400521,1699,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,17,07.01.2023,17,02200211,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
07.01.2023,02.01.2023,23,03.01.2023,13,11401136,553,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,09,07.01.2023,13,04300622,879,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,09,07.01.2023,11,01400942,764,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,06.01.2023,07,06.01.2023,15,03601453,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,05.01.2023,18,05.01.2023,20,02200209,888,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,03.01.2023,07,03.01.2023,07,11501339,2500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,08,07.01.2023,12,02200211,920,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,06.01.2023,17,06.01.2023,18,09200511,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2023,07.01.2023,15,07.01.2023,15,01200624,630,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.01.2023,05.01.2023,12,06.01.2023,09,08300935,2050,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.01.2023,05.01.2023,12,06.01.2023,10,08300935,2050,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.01.2023,03.01.2023,10,03.01.2023,11,10300733,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,31.12.2022,23,01.01.2023,06,08100311,906,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,21,05.01.2023,21,02200213,1844,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,23,06.01.2023,16,01401047,1600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,11,05.01.2023,16,05100315,1800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,08,06.01.2023,14,09300921,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,08,05.01.2023,17,07400721,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,15,06.01.2023,14,03601141,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,21,06.01.2023,21,02100105,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,15,05.01.2023,17,03500934,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,10,06.01.2023,10,03500935,800,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.01.2023,04.01.2023,07,05.01.2023,09,04501148,1699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,16,06.01.2023,08,08100209,819,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,04.01.2023,15,05.01.2023,13,04501043,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,04.01.2023,20,05.01.2023,11,02500835,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,03.01.2023,10,03.01.2023,12,03100102,1200,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,04.01.2023,15,05.01.2023,16,04400726,1059,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,15,06.01.2023,08,04501044,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,05,06.01.2023,17,04501147,2089,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,14,05.01.2023,17,01100310,2190,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,04.01.2023,17,05.01.2023,13,04501043,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,09,05.01.2023,14,02200210,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,16,06.01.2023,08,09100407,494,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,11,06.01.2023,11,08100418,1459,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,05,05.01.2023,10,08100310,2500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,21,06.01.2023,05,04501150,9000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,08,06.01.2023,14,06300633,599,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,06.01.2023,14,06.01.2023,15,01100101,2340,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,22.12.2022,16,23.12.2022,12,03701556,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2023,05.01.2023,05,05.01.2023,10,08100310,7755,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,10,05.01.2023,11,08100206,1058,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,12,05.01.2023,21,06400838,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,09,04.01.2023,20,01200519,2300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,15,05.01.2023,08,03601142,299,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,20,04.01.2023,20,08100418,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,09,05.01.2023,17,06200422,450,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,27.11.2022,18,27.11.2022,20,09401534,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,14,04.01.2023,23,01100310,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,09,04.01.2023,11,03601451,1800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,07,05.01.2023,17,06300630,1630,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,20,04.01.2023,20,03601449,240,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
05.01.2023,04.01.2023,11,04.01.2023,11,03601451,1800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,07,05.01.2023,12,01300733,1644,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
05.01.2023,16.12.2022,12,17.12.2022,17,02100104,200,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
05.01.2023,03.01.2023,10,04.01.2023,14,12200308,430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,15,05.01.2023,09,08100103,649,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,13.12.2022,18,14.12.2022,14,07100204,1229,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,16,05.01.2023,09,02500833,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,19,04.01.2023,19,02100102,2600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,15,04.01.2023,15,09100101,950,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,01.12.2022,12,01.12.2022,12,04300624,465,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,22,05.01.2023,13,03400721,1150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,18,05.01.2023,18,02200210,1124,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,05.01.2023,22,05.01.2023,22,04501043,1600,Nein,Rennrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
05.01.2023,05.01.2023,09,05.01.2023,20,02300419,450,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2023,15,04.01.2023,16,01401043,921,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,04.01.2022,22,05.01.2022,07,04200309,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,09.12.2022,18,12.12.2022,12,01200629,6000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
05.01.2023,05.01.2023,08,05.01.2023,13,03400721,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,03.01.2023,07,04.01.2023,07,05200634,479,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,03.01.2023,15,03.01.2023,19,08100207,677,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2023,03.01.2023,17,04.01.2023,16,10200524,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
04.01.2023,02.01.2023,22,03.01.2023,07,07200307,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,03.01.2023,19,04.01.2023,08,07100206,2700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,03.01.2023,13,03.01.2023,20,01100311,700,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,03.01.2023,15,03.01.2023,16,01300731,369,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,04.01.2023,08,04.01.2023,16,04501148,1799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,04.01.2023,07,04.01.2023,15,10100101,499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,04.01.2023,17,04.01.2023,17,01100311,1258,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2023,06.12.2022,16,09.12.2022,11,01100415,1799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
